Camarosa	Hawaii-4	Arabidopsis
maker-Fvb6-1-augustus-gene-133.29-mRNA-1	FvH4_2g35190	AT4G32840
snap_masked-Fvb6-4-processed-gene-245.35-mRNA-1	FvH4_2g35190	AT4G32840
augustus_masked-Fvb1-2-processed-gene-15.13-mRNA-1	FvH4_2g35430	AT4G32860
augustus_masked-Fvb1-2-processed-gene-27.23-mRNA-1	FvH4_2g35430	AT4G32860
augustus_masked-Fvb1-3-processed-gene-28.5-mRNA-1	FvH4_2g35430	AT4G32860
augustus_masked-Fvb2-1-processed-gene-231.3-mRNA-1	FvH4_2g35430	AT4G32860
augustus_masked-Fvb2-3-processed-gene-53.17-mRNA-1	FvH4_2g35430	AT4G32860
augustus_masked-Fvb2-4-processed-gene-239.5-mRNA-1	FvH4_2g35430	AT4G32860
snap_masked-Fvb1-4-processed-gene-0.22-mRNA-1	FvH4_2g35430	AT4G32860
augustus_masked-Fvb1-1-processed-gene-248.8-mRNA-1	FvH4_2g35410	AT4G32870
augustus_masked-Fvb2-1-processed-gene-231.12-mRNA-1	FvH4_2g35410	AT4G32870
augustus_masked-Fvb2-3-processed-gene-53.6-mRNA-1	FvH4_2g35410	AT4G32870
augustus_masked-Fvb2-4-processed-gene-239.13-mRNA-1	FvH4_2g35410	AT4G32870
augustus_masked-Fvb5-1-processed-gene-224.12-mRNA-1	FvH4_5g29970	AT4G32870
augustus_masked-Fvb5-2-processed-gene-192.13-mRNA-1	FvH4_5g29970	AT4G32870
augustus_masked-Fvb5-3-processed-gene-72.4-mRNA-1	FvH4_5g29970	AT4G32870
augustus_masked-Fvb5-4-processed-gene-181.10-mRNA-1	FvH4_5g29970	AT4G32870
augustus_masked-Fvb7-2-processed-gene-195.4-mRNA-1	FvH4_7g16550	AT4G32870
augustus_masked-Fvb7-3-processed-gene-103.1-mRNA-1	FvH4_7g16550	AT4G32870
snap_masked-Fvb5-1-processed-gene-256.29-mRNA-1	FvH4_5g33690	AT4G32870
snap_masked-Fvb5-3-processed-gene-52.24-mRNA-1	FvH4_5g33690	AT4G32870
augustus_masked-Fvb6-4-processed-gene-242.1-mRNA-1	FvH4_6g32240	AT4G32880
maker-Fvb2-1-snap-gene-231.62-mRNA-1	FvH4_2g35360	AT4G32880
maker-Fvb2-3-augustus-gene-54.51-mRNA-1	FvH4_2g35360	AT4G32880
maker-Fvb2-4-augustus-gene-239.47-mRNA-1	FvH4_2g35360	AT4G32880
maker-Fvb6-1-snap-gene-137.47-mRNA-1	FvH4_6g32240	AT4G32880
maker-Fvb6-2-augustus-gene-41.17-mRNA-1	FvH4_2g35360	AT4G32880
maker-Fvb6-2-augustus-gene-41.17-mRNA-1	FvH4_6g32240	AT4G32880
maker-Fvb6-3-augustus-gene-129.40-mRNA-1	FvH4_6g32240	AT4G32880
maker-Fvb2-1-augustus-gene-231.50-mRNA-1	FvH4_2g35450	AT4G32890
maker-Fvb2-1-augustus-gene-231.50-mRNA-1	FvH4_6g32190	AT4G32890
maker-Fvb2-3-augustus-gene-53.52-mRNA-1	FvH4_2g35450	AT4G32890
maker-Fvb2-3-augustus-gene-53.52-mRNA-1	FvH4_6g32190	AT4G32890
maker-Fvb2-4-augustus-gene-239.50-mRNA-1	FvH4_2g35450	AT4G32890
maker-Fvb2-4-augustus-gene-239.50-mRNA-1	FvH4_6g32190	AT4G32890
maker-Fvb6-1-augustus-gene-137.26-mRNA-1	FvH4_2g35450	AT4G32890
maker-Fvb6-1-augustus-gene-137.26-mRNA-1	FvH4_6g32190	AT4G32890
maker-Fvb6-2-augustus-gene-40.48-mRNA-1	FvH4_6g32190	AT4G32890
maker-Fvb6-3-augustus-gene-129.33-mRNA-1	FvH4_2g35450	AT4G32890
maker-Fvb6-3-augustus-gene-129.33-mRNA-1	FvH4_6g32190	AT4G32890
maker-Fvb6-4-augustus-gene-241.56-mRNA-1	FvH4_2g35450	AT4G32890
maker-Fvb6-4-augustus-gene-241.56-mRNA-1	FvH4_6g32190	AT4G32890
augustus_masked-Fvb2-3-processed-gene-53.5-mRNA-1	FvH4_2g35470	AT4G32900
maker-Fvb2-1-augustus-gene-231.57-mRNA-1	FvH4_2g35470	AT4G32900
maker-Fvb2-4-augustus-gene-239.56-mRNA-1	FvH4_2g35470	AT4G32900
maker-Fvb2-1-augustus-gene-232.35-mRNA-1	FvH4_2g35520	AT4G32910
maker-Fvb2-3-snap-gene-53.66-mRNA-1	FvH4_2g35520	AT4G32910
maker-Fvb2-4-snap-gene-239.68-mRNA-1	FvH4_2g35520	AT4G32910
maker-Fvb2-1-snap-gene-212.90-mRNA-1	FvH4_2g32280	AT4G32930
maker-Fvb2-3-augustus-gene-68.53-mRNA-1	FvH4_2g32280	AT4G32930
snap_masked-Fvb2-2-processed-gene-10.29-mRNA-1	FvH4_2g32280	AT4G32930
snap_masked-Fvb2-4-processed-gene-226.39-mRNA-1	FvH4_2g32280	AT4G32930
augustus_masked-Fvb2-4-processed-gene-225.9-mRNA-1	FvH4_2g32170	AT4G32950
maker-Fvb2-1-augustus-gene-212.54-mRNA-1	FvH4_2g32170	AT4G32950
maker-Fvb2-2-snap-gene-11.44-mRNA-1	FvH4_2g32170	AT4G32950
maker-Fvb2-3-augustus-gene-68.63-mRNA-1	FvH4_2g32170	AT4G32950
maker-Fvb2-1-augustus-gene-212.53-mRNA-1	FvH4_2g32160	AT4G32970
maker-Fvb2-4-augustus-gene-225.52-mRNA-1	FvH4_2g32160	AT4G32970
snap_masked-Fvb2-2-processed-gene-11.23-mRNA-1	FvH4_2g32160	AT4G32970
snap_masked-Fvb2-3-processed-gene-69.21-mRNA-1	FvH4_2g32160	AT4G32970
augustus_masked-Fvb2-2-processed-gene-12.10-mRNA-1	FvH4_2g32060	AT4G32980
maker-Fvb1-1-augustus-gene-243.78-mRNA-1	FvH4_2g32060	AT4G32980
maker-Fvb1-2-augustus-gene-23.45-mRNA-1	FvH4_2g32060	AT4G32980
maker-Fvb1-4-augustus-gene-30.43-mRNA-1	FvH4_2g32060	AT4G32980
maker-Fvb2-1-snap-gene-211.58-mRNA-1	FvH4_2g32060	AT4G32980
maker-Fvb2-3-augustus-gene-69.47-mRNA-1	FvH4_2g32060	AT4G32980
maker-Fvb2-3-augustus-gene-69.48-mRNA-1	FvH4_2g32060	AT4G32980
maker-Fvb2-4-augustus-gene-225.48-mRNA-1	FvH4_2g32060	AT4G32980
maker-Fvb6-1-augustus-gene-131.27-mRNA-1	FvH4_2g32060	AT4G32980
maker-Fvb2-1-snap-gene-211.61-mRNA-1	FvH4_2g32000	AT4G33000
maker-Fvb2-2-snap-gene-12.76-mRNA-1	FvH4_2g32000	AT4G33000
maker-Fvb2-3-snap-gene-69.60-mRNA-1	FvH4_2g32000	AT4G33000
maker-Fvb2-4-snap-gene-225.72-mRNA-1	FvH4_2g32000	AT4G33000
maker-Fvb6-1-snap-gene-130.43-mRNA-1	FvH4_2g32000	AT4G33000
maker-Fvb6-4-snap-gene-251.38-mRNA-1	FvH4_2g32000	AT4G33000
maker-Fvb2-1-augustus-gene-211.34-mRNA-1	FvH4_2g31850	AT4G33020
maker-Fvb2-2-augustus-gene-13.52-mRNA-1	FvH4_2g31850	AT4G33020
maker-Fvb2-4-augustus-gene-224.47-mRNA-1	FvH4_2g31850	AT4G33020
maker-Fvb2-1-augustus-gene-210.41-mRNA-1	FvH4_2g31750	AT4G33030
maker-Fvb2-2-augustus-gene-13.47-mRNA-1	FvH4_2g31750	AT4G33030
maker-Fvb2-3-augustus-gene-70.44-mRNA-1	FvH4_2g31750	AT4G33030
maker-Fvb2-4-augustus-gene-223.46-mRNA-1	FvH4_2g31750	AT4G33030
augustus_masked-Fvb2-1-processed-gene-210.0-mRNA-1	FvH4_2g31700	AT4G33040
augustus_masked-Fvb2-2-processed-gene-13.17-mRNA-1	FvH4_2g31700	AT4G33040
augustus_masked-Fvb2-4-processed-gene-223.3-mRNA-1	FvH4_2g31700	AT4G33040
augustus_masked-Fvb1-2-processed-gene-57.14-mRNA-1	FvH4_2g31460	AT4G33080
maker-Fvb1-2-augustus-gene-8.51-mRNA-1	FvH4_2g31460	AT4G33080
maker-Fvb1-3-snap-gene-38.52-mRNA-1	FvH4_2g31460	AT4G33080
maker-Fvb1-4-augustus-gene-34.49-mRNA-1	FvH4_2g31460	AT4G33080
maker-Fvb2-1-augustus-gene-208.34-mRNA-1	FvH4_2g31460	AT4G33080
maker-Fvb2-1-augustus-gene-225.39-mRNA-1	FvH4_2g34390	AT4G33080
maker-Fvb2-2-augustus-gene-0.46-mRNA-1	FvH4_2g34390	AT4G33080
maker-Fvb2-2-augustus-gene-15.46-mRNA-1	FvH4_2g31460	AT4G33080
maker-Fvb2-3-augustus-gene-0.24-mRNA-1	FvH4_2g31460	AT4G33080
maker-Fvb2-3-augustus-gene-58.51-mRNA-1	FvH4_2g34390	AT4G33080
maker-Fvb2-4-augustus-gene-222.41-mRNA-1	FvH4_2g31460	AT4G33080
maker-Fvb2-4-augustus-gene-234.46-mRNA-1	FvH4_2g34390	AT4G33080
snap_masked-Fvb1-1-processed-gene-239.44-mRNA-1	FvH4_2g31460	AT4G33080
augustus_masked-Fvb2-4-processed-gene-222.0-mRNA-1	FvH4_2g31440	AT4G33090
maker-Fvb2-1-snap-gene-208.36-mRNA-1	FvH4_2g31440	AT4G33090
maker-Fvb2-2-augustus-gene-15.52-mRNA-1	FvH4_2g31440	AT4G33090
maker-Fvb2-3-snap-gene-1.29-mRNA-1	FvH4_2g31440	AT4G33090
maker-Fvb6-1-snap-gene-123.60-mRNA-1	FvH4_2g31440	AT4G33090
snap_masked-Fvb6-3-processed-gene-117.14-mRNA-1	FvH4_2g31440	AT4G33090
maker-Fvb2-1-augustus-gene-207.58-mRNA-1	FvH4_2g31430	AT4G33100
maker-Fvb2-2-augustus-gene-15.48-mRNA-1	FvH4_2g31430	AT4G33100
maker-Fvb2-4-augustus-gene-221.69-mRNA-1	FvH4_2g31430	AT4G33100
maker-Fvb2-2-augustus-gene-15.54-mRNA-1	FvH4_2g31420	AT4G33120
maker-Fvb2-4-augustus-gene-221.62-mRNA-1	FvH4_2g31420	AT4G33120
snap_masked-Fvb2-1-processed-gene-207.34-mRNA-1	FvH4_2g31420	AT4G33120
maker-Fvb1-2-augustus-gene-0.31-mRNA-1	FvH4_1g09650	AT4G33140
maker-Fvb1-2-augustus-gene-66.38-mRNA-1	FvH4_1g09650	AT4G33140
maker-Fvb1-3-augustus-gene-46.48-mRNA-1	FvH4_1g09650	AT4G33140
maker-Fvb1-4-augustus-gene-43.69-mRNA-1	FvH4_1g09650	AT4G33140
augustus_masked-Fvb4-3-processed-gene-40.15-mRNA-1	FvH4_4g29520	AT4G33145
snap_masked-Fvb4-1-processed-gene-165.36-mRNA-1	FvH4_4g29520	AT4G33145
snap_masked-Fvb4-2-processed-gene-37.22-mRNA-1	FvH4_4g29520	AT4G33145
maker-Fvb1-1-snap-gene-230.53-mRNA-1	FvH4_1g09640	AT4G33150
maker-Fvb1-2-augustus-gene-66.32-mRNA-1	FvH4_1g09640	AT4G33150
maker-Fvb1-4-augustus-gene-43.61-mRNA-1	FvH4_1g09640	AT4G33150
snap_masked-Fvb1-2-processed-gene-0.27-mRNA-1	FvH4_1g09640	AT4G33150
snap_masked-Fvb2-1-processed-gene-242.27-mRNA-1	FvH4_2g37090	AT4G33160
snap_masked-Fvb2-3-processed-gene-45.43-mRNA-1	FvH4_2g37090	AT4G33160
augustus_masked-Fvb2-3-processed-gene-58.3-mRNA-1	FvH4_2g34460	AT4G33170
augustus_masked-Fvb2-4-processed-gene-235.1-mRNA-1	FvH4_2g34460	AT4G33170
maker-Fvb2-1-snap-gene-226.84-mRNA-1	FvH4_2g34460	AT4G33170
maker-Fvb2-2-augustus-gene-0.38-mRNA-1	FvH4_2g34460	AT4G33170
maker-Fvb2-1-snap-gene-204.50-mRNA-1	FvH4_2g30900	AT4G33200
maker-Fvb2-2-snap-gene-17.71-mRNA-1	FvH4_2g30900	AT4G33200
maker-Fvb2-3-augustus-gene-5.41-mRNA-1	FvH4_2g30900	AT4G33200
maker-Fvb2-4-snap-gene-219.64-mRNA-1	FvH4_2g30900	AT4G33200
maker-Fvb2-1-augustus-gene-204.42-mRNA-1	FvH4_2g30970	AT4G33210
maker-Fvb2-2-augustus-gene-17.48-mRNA-1	FvH4_2g30970	AT4G33210
maker-Fvb2-3-augustus-gene-4.34-mRNA-1	FvH4_2g30970	AT4G33210
maker-Fvb1-1-augustus-gene-231.45-mRNA-1	FvH4_1g09390	AT4G33250
maker-Fvb1-1-augustus-gene-231.45-mRNA-1	FvH4_1g09390	AT4G33250
maker-Fvb1-1-augustus-gene-233.63-mRNA-1	FvH4_1g09390	AT4G33250
maker-Fvb1-2-augustus-gene-1.54-mRNA-1	FvH4_1g09390	AT4G33250
maker-Fvb1-2-augustus-gene-65.52-mRNA-1	FvH4_1g09390	AT4G33250
maker-Fvb1-3-augustus-gene-51.59-mRNA-1	FvH4_1g09390	AT4G33250
maker-Fvb1-4-augustus-gene-42.27-mRNA-1	FvH4_1g09390	AT4G33250
augustus_masked-Fvb7-4-processed-gene-4.0-mRNA-1	FvH4_7g33570	AT4G33260
maker-Fvb7-1-augustus-gene-302.55-mRNA-1	FvH4_7g33570	AT4G33260
maker-Fvb7-1-augustus-gene-318.57-mRNA-1	FvH4_7g33570	AT4G33260
maker-Fvb7-3-augustus-gene-14.58-mRNA-1	FvH4_7g33570	AT4G33260
maker-Fvb2-1-augustus-gene-226.73-mRNA-1	FvH4_2g34480	AT4G33330
maker-Fvb2-3-augustus-gene-57.65-mRNA-1	FvH4_2g34480	AT4G33330
maker-Fvb2-4-augustus-gene-235.49-mRNA-1	FvH4_2g34480	AT4G33330
maker-Fvb2-1-snap-gene-226.93-mRNA-1	FvH4_2g34490	AT4G33350
maker-Fvb2-3-augustus-gene-57.64-mRNA-1	FvH4_2g34490	AT4G33350
maker-Fvb2-4-augustus-gene-235.50-mRNA-1	FvH4_2g34490	AT4G33350
maker-Fvb2-1-augustus-gene-226.71-mRNA-1	FvH4_2g34620	AT4G33380
maker-Fvb2-3-snap-gene-57.85-mRNA-1	FvH4_2g34620	AT4G33380
snap_masked-Fvb2-4-processed-gene-235.29-mRNA-1	FvH4_2g34620	AT4G33380
maker-Fvb3-1-augustus-gene-198.24-mRNA-1	FvH4_3g20670	AT4G33420
maker-Fvb3-2-augustus-gene-120.28-mRNA-1	FvH4_3g20670	AT4G33420
maker-Fvb3-3-augustus-gene-105.30-mRNA-1	FvH4_3g20670	AT4G33420
snap_masked-Fvb3-4-processed-gene-183.17-mRNA-1	FvH4_3g20670	AT4G33420
maker-Fvb5-1-augustus-gene-233.25-mRNA-1	FvH4_5g30840	AT4G33430
maker-Fvb5-3-snap-gene-77.37-mRNA-1	FvH4_5g30840	AT4G33430
maker-Fvb5-4-augustus-gene-188.28-mRNA-1	FvH4_5g30840	AT4G33430
snap_masked-Fvb5-2-processed-gene-199.16-mRNA-1	FvH4_5g30840	AT4G33430
maker-Fvb1-1-snap-gene-117.35-mRNA-1	FvH4_1g24350	AT4G33440
maker-Fvb1-2-augustus-gene-179.38-mRNA-1	FvH4_1g24350	AT4G33440
maker-Fvb1-2-augustus-gene-179.38-mRNA-1	FvH4_1g24350	AT4G33440
maker-Fvb1-3-augustus-gene-172.47-mRNA-1	FvH4_1g24350	AT4G33440
maker-Fvb1-4-augustus-gene-145.37-mRNA-1	FvH4_1g24350	AT4G33440
maker-Fvb5-2-snap-gene-182.41-mRNA-1	FvH4_5g28750	AT4G33460
snap_masked-Fvb5-1-processed-gene-214.40-mRNA-1	FvH4_5g28750	AT4G33460
maker-Fvb1-1-augustus-gene-208.38-mRNA-1	FvH4_1g13550	AT4G33467
maker-Fvb1-2-augustus-gene-88.39-mRNA-1	FvH4_1g13550	AT4G33467
maker-Fvb1-3-augustus-gene-77.39-mRNA-1	FvH4_1g13550	AT4G33467
maker-Fvb1-4-augustus-gene-66.57-mRNA-1	FvH4_1g13550	AT4G33467
maker-Fvb1-1-snap-gene-120.22-mRNA-1	FvH4_1g24510	AT4G33470
maker-Fvb1-2-augustus-gene-180.27-mRNA-1	FvH4_1g24510	AT4G33470
maker-Fvb1-4-snap-gene-147.51-mRNA-1	FvH4_1g24510	AT4G33470
maker-Fvb1-1-augustus-gene-125.22-mRNA-1	FvH4_1g25120	AT4G33480
maker-Fvb1-2-snap-gene-185.31-mRNA-1	FvH4_1g25120	AT4G33480
maker-Fvb1-3-snap-gene-180.43-mRNA-1	FvH4_1g25120	AT4G33480
maker-Fvb1-4-augustus-gene-153.26-mRNA-1	FvH4_1g25120	AT4G33480
maker-Fvb1-2-augustus-gene-186.24-mRNA-1	FvH4_1g25160	AT4G33490
maker-Fvb1-3-augustus-gene-181.28-mRNA-1	FvH4_1g25160	AT4G33490
maker-Fvb1-4-augustus-gene-154.26-mRNA-1	FvH4_1g25160	AT4G33490
maker-Fvb2-2-augustus-gene-37.49-mRNA-1	FvH4_1g25160	AT4G33490
snap_masked-Fvb1-1-processed-gene-124.21-mRNA-1	FvH4_1g25160	AT4G33490
augustus_masked-Fvb5-4-processed-gene-190.5-mRNA-1	FvH4_5g30930	AT4G33500
maker-Fvb5-1-augustus-gene-235.30-mRNA-1	FvH4_5g30930	AT4G33500
maker-Fvb5-2-augustus-gene-201.29-mRNA-1	FvH4_5g30930	AT4G33500
maker-Fvb5-3-augustus-gene-78.40-mRNA-1	FvH4_5g30930	AT4G33500
maker-Fvb2-2-snap-gene-145.47-mRNA-1	FvH4_2g11930	AT4G33520
maker-Fvb2-3-snap-gene-149.23-mRNA-1	FvH4_2g11930	AT4G33520
maker-Fvb2-4-snap-gene-87.33-mRNA-1	FvH4_2g11930	AT4G33520
maker-Fvb2-2-augustus-gene-145.35-mRNA-1	FvH4_2g11940	AT4G33530
maker-Fvb2-3-snap-gene-148.23-mRNA-1	FvH4_2g11940	AT4G33530
maker-Fvb2-4-augustus-gene-87.28-mRNA-1	FvH4_2g11940	AT4G33530
augustus_masked-Fvb2-3-processed-gene-92.7-mRNA-1	FvH4_2g23890	AT4G33565
snap_masked-Fvb2-2-processed-gene-56.24-mRNA-1	FvH4_2g23890	AT4G33565
maker-Fvb2-2-augustus-gene-147.35-mRNA-1	FvH4_2g11680	AT4G33580
maker-Fvb2-4-snap-gene-85.39-mRNA-1	FvH4_2g11680	AT4G33580
augustus_masked-Fvb2-4-processed-gene-86.6-mRNA-1	FvH4_2g11820	AT4G33600
maker-Fvb2-2-augustus-gene-146.39-mRNA-1	FvH4_2g11820	AT4G33600
maker-Fvb2-3-augustus-gene-150.31-mRNA-1	FvH4_2g11820	AT4G33600
maker-Fvb2-2-augustus-gene-147.30-mRNA-1	FvH4_2g11740	AT4G33625
maker-Fvb2-3-augustus-gene-150.30-mRNA-1	FvH4_2g11740	AT4G33625
maker-Fvb2-2-augustus-gene-148.44-mRNA-1	FvH4_2g11660	AT4G33630
maker-Fvb2-3-augustus-gene-151.20-mRNA-1	FvH4_2g11660	AT4G33630
maker-Fvb2-4-augustus-gene-85.31-mRNA-1	FvH4_2g11660	AT4G33630
maker-Fvb2-1-augustus-gene-63.29-mRNA-1	FvH4_2g11550	AT4G33640
maker-Fvb2-2-augustus-gene-148.57-mRNA-1	FvH4_2g11550	AT4G33640
maker-Fvb2-3-augustus-gene-152.34-mRNA-1	FvH4_2g11550	AT4G33640
maker-Fvb2-4-augustus-gene-84.36-mRNA-1	FvH4_2g11550	AT4G33640
maker-Fvb2-1-augustus-gene-62.22-mRNA-1	FvH4_2g11510	AT4G33650
maker-Fvb2-2-augustus-gene-149.30-mRNA-1	FvH4_2g11510	AT4G33650
maker-Fvb2-3-augustus-gene-152.30-mRNA-1	FvH4_2g11510	AT4G33650
maker-Fvb2-4-augustus-gene-83.34-mRNA-1	FvH4_2g11510	AT4G33650
maker-Fvb2-1-augustus-gene-7.38-mRNA-1	FvH4_2g02330	AT4G33670
maker-Fvb2-2-augustus-gene-219.47-mRNA-1	FvH4_2g02330	AT4G33670
maker-Fvb2-4-augustus-gene-9.45-mRNA-1	FvH4_2g02330	AT4G33670
snap_masked-Fvb2-3-processed-gene-222.21-mRNA-1	FvH4_2g02330	AT4G33670
maker-Fvb2-1-augustus-gene-9.29-mRNA-1	FvH4_2g02700	AT4G33680
maker-Fvb2-2-augustus-gene-217.54-mRNA-1	FvH4_2g02700	AT4G33680
maker-Fvb2-3-augustus-gene-220.41-mRNA-1	FvH4_2g02700	AT4G33680
maker-Fvb2-4-augustus-gene-11.39-mRNA-1	FvH4_2g02700	AT4G33680
maker-Fvb2-1-augustus-gene-9.26-mRNA-1	FvH4_2g02710	AT4G33690
maker-Fvb2-2-augustus-gene-217.48-mRNA-1	FvH4_2g02710	AT4G33690
maker-Fvb2-3-augustus-gene-220.45-mRNA-1	FvH4_2g02710	AT4G33690
maker-Fvb2-4-augustus-gene-11.34-mRNA-1	FvH4_2g02710	AT4G33690
augustus_masked-Fvb2-2-processed-gene-219.17-mRNA-1	FvH4_2g03040	AT4G33760
maker-Fvb2-1-augustus-gene-11.45-mRNA-1	FvH4_2g03040	AT4G33760
maker-Fvb2-2-augustus-gene-216.42-mRNA-1	FvH4_2g03040	AT4G33760
maker-Fvb2-2-snap-gene-216.60-mRNA-1	FvH4_2g03040	AT4G33760
maker-Fvb2-4-snap-gene-13.51-mRNA-1	FvH4_2g03040	AT4G33760
maker-Fvb2-1-augustus-gene-12.29-mRNA-1	FvH4_2g03090	AT4G33770
maker-Fvb2-2-augustus-gene-215.30-mRNA-1	FvH4_2g03090	AT4G33770
maker-Fvb2-3-augustus-gene-217.37-mRNA-1	FvH4_2g03090	AT4G33770
maker-Fvb2-4-snap-gene-13.54-mRNA-1	FvH4_2g03090	AT4G33770
maker-Fvb2-1-augustus-gene-12.31-mRNA-1	FvH4_2g03150	AT4G33780
maker-Fvb2-2-augustus-gene-215.28-mRNA-1	FvH4_2g03150	AT4G33780
maker-Fvb2-3-augustus-gene-217.35-mRNA-1	FvH4_2g03150	AT4G33780
maker-Fvb2-4-augustus-gene-14.51-mRNA-1	FvH4_2g03150	AT4G33780
augustus_masked-Fvb3-4-processed-gene-50.8-mRNA-1	FvH4_3g38410	AT4G33790
maker-Fvb3-3-augustus-gene-250.42-mRNA-1	FvH4_3g38410	AT4G33790
maker-Fvb7-2-snap-gene-63.56-mRNA-1	FvH4_7g07480	AT4G33790
maker-Fvb7-3-snap-gene-174.42-mRNA-1	FvH4_7g07480	AT4G33790
augustus_masked-Fvb2-3-processed-gene-215.9-mRNA-1	FvH4_2g03590	AT4G33800
maker-Fvb2-2-snap-gene-212.39-mRNA-1	FvH4_2g03590	AT4G33800
maker-Fvb2-4-augustus-gene-228.57-mRNA-1	FvH4_2g03590	AT4G33800
maker-Fvb2-4-snap-gene-16.45-mRNA-1	FvH4_2g03590	AT4G33800
augustus_masked-Fvb3-1-processed-gene-35.10-mRNA-1	FvH4_3g40060	AT4G33840
augustus_masked-Fvb3-3-processed-gene-261.3-mRNA-1	FvH4_3g40060	AT4G33840
augustus_masked-Fvb3-4-processed-gene-40.0-mRNA-1	FvH4_3g40060	AT4G33840
augustus_masked-Fvb3-1-processed-gene-235.5-mRNA-1	FvH4_3g15220	AT4G33870
augustus_masked-Fvb3-1-processed-gene-235.5-mRNA-1	FvH4_3g15220	AT4G33870
maker-Fvb3-2-snap-gene-82.41-mRNA-1	FvH4_3g15220	AT4G33870
maker-Fvb3-3-augustus-gene-71.24-mRNA-1	FvH4_3g15220	AT4G33870
snap_masked-Fvb3-4-processed-gene-220.26-mRNA-1	FvH4_3g15220	AT4G33870
maker-Fvb1-1-augustus-gene-180.34-mRNA-1	FvH4_2g03890	AT4G33910
maker-Fvb1-3-augustus-gene-98.35-mRNA-1	FvH4_2g03890	AT4G33910
maker-Fvb1-4-augustus-gene-88.38-mRNA-1	FvH4_2g03890	AT4G33910
maker-Fvb2-1-augustus-gene-14.24-mRNA-1	FvH4_2g03890	AT4G33910
maker-Fvb2-2-augustus-gene-210.44-mRNA-1	FvH4_2g03890	AT4G33910
maker-Fvb1-1-augustus-gene-181.33-mRNA-1	FvH4_2g04560	AT4G33920
maker-Fvb1-4-augustus-gene-88.43-mRNA-1	FvH4_2g04560	AT4G33920
maker-Fvb2-2-snap-gene-206.39-mRNA-1	FvH4_2g04560	AT4G33920
snap_masked-Fvb2-1-processed-gene-18.24-mRNA-1	FvH4_2g04560	AT4G33920
snap_masked-Fvb2-3-processed-gene-210.15-mRNA-1	FvH4_2g04560	AT4G33920
snap_masked-Fvb2-4-processed-gene-23.22-mRNA-1	FvH4_2g04560	AT4G33920
augustus_masked-Fvb2-1-processed-gene-18.5-mRNA-1	FvH4_2g04570	AT4G33925
augustus_masked-Fvb2-4-processed-gene-23.5-mRNA-1	FvH4_2g04570	AT4G33925
maker-Fvb2-1-augustus-gene-33.32-mRNA-1	FvH4_2g06790	AT4G33945
maker-Fvb2-3-augustus-gene-184.39-mRNA-1	FvH4_2g06790	AT4G33945
maker-Fvb2-4-augustus-gene-41.36-mRNA-1	FvH4_2g06790	AT4G33945
snap_masked-Fvb2-2-processed-gene-186.24-mRNA-1	FvH4_2g06790	AT4G33945
maker-Fvb1-1-augustus-gene-200.41-mRNA-1	FvH4_2g06910	AT4G33950
maker-Fvb1-2-augustus-gene-98.55-mRNA-1	FvH4_2g06910	AT4G33950
maker-Fvb1-3-augustus-gene-86.60-mRNA-1	FvH4_2g06910	AT4G33950
maker-Fvb1-4-snap-gene-76.56-mRNA-1	FvH4_2g06910	AT4G33950
maker-Fvb2-1-augustus-gene-34.21-mRNA-1	FvH4_2g06910	AT4G33950
maker-Fvb2-2-augustus-gene-185.33-mRNA-1	FvH4_2g06910	AT4G33950
maker-Fvb2-3-augustus-gene-182.39-mRNA-1	FvH4_2g06910	AT4G33950
maker-Fvb2-4-augustus-gene-43.18-mRNA-1	FvH4_2g06910	AT4G33950
snap_masked-Fvb2-2-processed-gene-180.11-mRNA-1	FvH4_2g06910	AT4G33950
augustus_masked-Fvb2-4-processed-gene-36.12-mRNA-1	FvH4_2g05910	AT4G33990
maker-Fvb2-3-snap-gene-189.48-mRNA-1	FvH4_2g05910	AT4G33990
augustus_masked-Fvb2-1-processed-gene-27.2-mRNA-1	FvH4_2g05880	AT4G34020
augustus_masked-Fvb2-3-processed-gene-189.13-mRNA-1	FvH4_2g05880	AT4G34020
maker-Fvb2-2-snap-gene-192.38-mRNA-1	FvH4_2g05880	AT4G34020
maker-Fvb2-4-augustus-gene-35.33-mRNA-1	FvH4_2g05880	AT4G34020
maker-Fvb2-4-snap-gene-35.44-mRNA-1	FvH4_2g05880	AT4G34020
maker-Fvb2-1-augustus-gene-27.42-mRNA-1	FvH4_2g05870	AT4G34030
maker-Fvb2-2-augustus-gene-192.24-mRNA-1	FvH4_2g05870	AT4G34030
maker-Fvb2-3-augustus-gene-189.30-mRNA-1	FvH4_2g05870	AT4G34030
maker-Fvb2-4-augustus-gene-35.40-mRNA-1	FvH4_2g05870	AT4G34030
augustus_masked-Fvb2-2-processed-gene-194.3-mRNA-1	FvH4_2g05780	AT4G34050
augustus_masked-Fvb2-3-processed-gene-191.1-mRNA-1	FvH4_2g05780	AT4G34050
augustus_masked-Fvb2-4-processed-gene-34.12-mRNA-1	FvH4_2g05780	AT4G34050
maker-Fvb2-1-augustus-gene-26.25-mRNA-1	FvH4_2g05780	AT4G34050
maker-Fvb5-1-augustus-gene-224.38-mRNA-1	FvH4_5g29900	AT4G34060
maker-Fvb5-2-snap-gene-191.26-mRNA-1	FvH4_5g29900	AT4G34060
maker-Fvb5-3-augustus-gene-83.32-mRNA-1	FvH4_5g29900	AT4G34060
