chromosome,name,start,stop,window_size,classification,value
Fvb6-3,maker-Fvb6-3-snap-gene-124.59,12439632,12440988,1000,LTR_right,0.398
Fvb6-3,snap_masked-Fvb6-3-processed-gene-124.24,12440696,12441001,1000,LTR_right,0.4045
Fvb6-3,maker-Fvb6-3-augustus-gene-125.33,12536391,12537060,1000,LTR_right,0.4615
Fvb6-3,snap_masked-Fvb6-3-processed-gene-126.19,12596171,12599009,1000,LTR_right,0.2475
Fvb6-3,maker-Fvb6-3-augustus-gene-126.51,12634014,12637817,1000,LTR_right,0.251
Fvb6-3,maker-Fvb6-3-augustus-gene-127.29,12748949,12757142,1000,LTR_right,0.317
Fvb6-3,maker-Fvb6-3-snap-gene-127.41,12766146,12768069,1000,LTR_right,0.446
Fvb6-3,maker-Fvb6-3-augustus-gene-129.34,12949408,12950695,1000,LTR_right,0.453
Fvb6-3,maker-Fvb6-3-snap-gene-130.46,12983964,12987371,1000,LTR_right,0.2715
Fvb6-3,maker-Fvb6-3-snap-gene-130.49,13011927,13012249,1000,LTR_right,0.2655
Fvb6-3,snap_masked-Fvb6-3-processed-gene-130.17,13033142,13033563,1000,LTR_right,0.317
Fvb6-3,maker-Fvb6-3-snap-gene-130.51,13033163,13033862,1000,LTR_right,0.4665
Fvb6-3,snap_masked-Fvb6-3-processed-gene-131.21,13122388,13127352,1000,LTR_right,0.344
Fvb6-3,maker-Fvb6-3-snap-gene-132.17,13211732,13214221,1000,LTR_right,0.5
Fvb6-3,maker-Fvb6-3-augustus-gene-133.30,13275677,13292141,1000,LTR_right,0.347
Fvb6-3,maker-Fvb6-3-snap-gene-133.46,13383371,13385768,1000,LTR_right,0.34
Fvb6-3,maker-Fvb6-3-augustus-gene-134.31,13401384,13411921,1000,LTR_right,0.5365
Fvb6-3,augustus_masked-Fvb6-3-processed-gene-134.9,13451187,13451654,1000,LTR_right,0.32
Fvb6-3,augustus_masked-Fvb6-3-processed-gene-134.10,13452903,13454017,1000,LTR_right,0.4505
Fvb6-3,maker-Fvb6-3-snap-gene-135.43,13540991,13542271,1000,LTR_right,0.3945
Fvb6-3,augustus_masked-Fvb6-3-processed-gene-136.2,13594022,13594675,1000,LTR_right,0.3655
Fvb6-3,maker-Fvb6-3-augustus-gene-136.39,13663945,13664597,1000,LTR_right,0.254
Fvb6-3,maker-Fvb6-3-augustus-gene-136.40,13668659,13672323,1000,LTR_right,0.337
Fvb6-3,snap_masked-Fvb6-3-processed-gene-137.14,13787037,13787979,1000,LTR_right,0.552
Fvb6-3,augustus_masked-Fvb6-3-processed-gene-139.7,13915592,13919142,1000,LTR_right,0.6385
Fvb6-3,augustus_masked-Fvb6-3-processed-gene-140.6,14031389,14032485,1000,LTR_right,0.47
Fvb6-3,maker-Fvb6-3-snap-gene-141.39,14123426,14126388,1000,LTR_right,0.392
Fvb6-3,maker-Fvb6-3-snap-gene-142.28,14266721,14274378,1000,LTR_right,0.493
Fvb6-3,augustus_masked-Fvb6-3-processed-gene-143.1,14289018,14291046,1000,LTR_right,0.5
Fvb6-3,augustus_masked-Fvb6-3-processed-gene-143.8,14338543,14355074,1000,LTR_right,0.498
Fvb6-3,maker-Fvb6-3-augustus-gene-144.27,14454803,14458035,1000,LTR_right,0.287
Fvb6-3,maker-Fvb6-3-snap-gene-144.37,14469184,14473967,1000,LTR_right,0.48
Fvb6-3,maker-Fvb6-3-augustus-gene-145.26,14516709,14521884,1000,LTR_right,0.379
Fvb6-3,maker-Fvb6-3-augustus-gene-145.35,14547896,14550014,1000,LTR_right,0.399
Fvb6-3,maker-Fvb6-3-snap-gene-146.35,14624095,14627120,1000,LTR_right,0.395
Fvb6-3,maker-Fvb6-3-augustus-gene-147.23,14690923,14695013,1000,LTR_right,0.274
Fvb6-3,maker-Fvb6-3-snap-gene-147.39,14709218,14712048,1000,LTR_right,0.501
Fvb6-3,maker-Fvb6-3-snap-gene-147.41,14744976,14748266,1000,LTR_right,0.2665
Fvb6-3,maker-Fvb6-3-snap-gene-148.33,14790507,14793816,1000,LTR_right,0.427
Fvb6-3,maker-Fvb6-3-augustus-gene-151.28,15152088,15153376,1000,LTR_right,0.3435
Fvb6-3,maker-Fvb6-3-snap-gene-151.36,15161134,15165955,1000,LTR_right,0.363
Fvb6-3,snap_masked-Fvb6-3-processed-gene-151.19,15169832,15179271,1000,LTR_right,0.301
Fvb6-3,snap_masked-Fvb6-3-processed-gene-154.21,15453528,15456563,1000,LTR_right,0.4605
Fvb6-3,maker-Fvb6-3-augustus-gene-155.30,15505506,15509853,1000,LTR_right,0.4045
Fvb6-3,maker-Fvb6-3-snap-gene-155.41,15577200,15578506,1000,LTR_right,0.5
Fvb6-3,maker-Fvb6-3-snap-gene-156.43,15606421,15608763,1000,LTR_right,0.6385
Fvb6-3,augustus_masked-Fvb6-3-processed-gene-158.2,15818984,15821026,1000,LTR_right,0.431
Fvb6-3,snap_masked-Fvb6-3-processed-gene-159.29,15981560,15982350,1000,LTR_right,0.5025
Fvb6-3,maker-Fvb6-3-snap-gene-159.55,15987155,15989374,1000,LTR_right,0.313
Fvb6-3,maker-Fvb6-3-augustus-gene-160.28,16079881,16083835,1000,LTR_right,0.261
Fvb6-3,maker-Fvb6-3-snap-gene-161.38,16084219,16085769,1000,LTR_right,0.428
Fvb6-3,maker-Fvb6-3-snap-gene-161.40,16130706,16133451,1000,LTR_right,0.5
Fvb6-3,snap_masked-Fvb6-3-processed-gene-164.22,16429556,16434284,1000,LTR_right,0.5
Fvb6-3,augustus_masked-Fvb6-3-processed-gene-164.14,16469572,16478003,1000,LTR_right,0.4225
Fvb6-3,augustus_masked-Fvb6-3-processed-gene-166.3,16632357,16632983,1000,LTR_right,0.4655
Fvb6-3,maker-Fvb6-3-snap-gene-166.35,16675331,16676068,1000,LTR_right,0.274
Fvb6-3,maker-Fvb6-3-snap-gene-166.40,16676400,16678961,1000,LTR_right,0.5865
Fvb6-3,maker-Fvb6-3-snap-gene-166.36,16685796,16686447,1000,LTR_right,0.4045
Fvb6-3,maker-Fvb6-3-augustus-gene-167.27,16687781,16691743,1000,LTR_right,0.506
Fvb6-3,maker-Fvb6-3-augustus-gene-167.28,16710031,16716347,1000,LTR_right,0.612
Fvb6-3,maker-Fvb6-3-augustus-gene-167.36,16775939,16783714,1000,LTR_right,0.297
Fvb6-3,maker-Fvb6-3-augustus-gene-170.27,16996114,17001913,1000,LTR_right,0.5
Fvb6-3,snap_masked-Fvb6-3-processed-gene-170.15,17016209,17019338,1000,LTR_right,0.2815
Fvb6-3,maker-Fvb6-3-augustus-gene-171.16,17083086,17083620,1000,LTR_right,0.4145
Fvb6-3,augustus_masked-Fvb6-3-processed-gene-172.5,17219962,17220252,1000,LTR_right,0.406
Fvb6-3,maker-Fvb6-3-snap-gene-173.39,17326867,17329878,1000,LTR_right,0.466
Fvb6-3,maker-Fvb6-3-augustus-gene-174.48,17408413,17409915,1000,LTR_right,0.3945
Fvb6-3,maker-Fvb6-3-snap-gene-174.52,17413813,17415051,1000,LTR_right,0.3235
Fvb6-3,maker-Fvb6-3-augustus-gene-174.42,17433505,17436028,1000,LTR_right,0.258
Fvb6-3,maker-Fvb6-3-augustus-gene-175.29,17563658,17567604,1000,LTR_right,0.44
Fvb6-3,augustus_masked-Fvb6-3-processed-gene-177.1,17704824,17705903,1000,LTR_right,0.288
Fvb6-3,maker-Fvb6-3-augustus-gene-177.34,17727541,17729896,1000,LTR_right,0.3405
Fvb6-3,augustus_masked-Fvb6-3-processed-gene-177.11,17739947,17740276,1000,LTR_right,0.4005
Fvb6-3,snap_masked-Fvb6-3-processed-gene-181.12,18131338,18133181,1000,LTR_right,0.7185
Fvb6-3,maker-Fvb6-3-augustus-gene-183.23,18332815,18335251,1000,LTR_right,0.4245
Fvb6-3,augustus_masked-Fvb6-3-processed-gene-183.8,18368104,18370029,1000,LTR_right,0.3205
Fvb6-3,snap_masked-Fvb6-3-processed-gene-184.11,18400187,18404966,1000,LTR_right,0.3965
Fvb6-3,augustus_masked-Fvb6-3-processed-gene-187.7,18746067,18747285,1000,LTR_right,0.3635
Fvb6-3,maker-Fvb6-3-snap-gene-189.27,18958653,18960087,1000,LTR_right,0.4535
Fvb6-3,maker-Fvb6-3-augustus-gene-189.25,18984794,18985954,1000,LTR_right,0.6665
Fvb6-3,maker-Fvb6-3-snap-gene-190.21,19037397,19038420,1000,LTR_right,0.346
Fvb6-3,maker-Fvb6-3-snap-gene-190.23,19071672,19073947,1000,LTR_right,0.4985
Fvb6-3,maker-Fvb6-3-snap-gene-191.55,19174568,19175692,1000,LTR_right,0.3925
Fvb6-3,maker-Fvb6-3-augustus-gene-193.47,19306413,19313676,1000,LTR_right,0.315
Fvb6-3,snap_masked-Fvb6-3-processed-gene-193.22,19316925,19323569,1000,LTR_right,0.3305
Fvb6-3,augustus_masked-Fvb6-3-processed-gene-193.6,19339935,19340441,1000,LTR_right,0.2605
Fvb6-3,maker-Fvb6-3-snap-gene-195.16,19486535,19496964,1000,LTR_right,0.2445
Fvb6-3,snap_masked-Fvb6-3-processed-gene-195.10,19529502,19531662,1000,LTR_right,0.2575
Fvb6-3,maker-Fvb6-3-snap-gene-195.19,19568310,19573450,1000,LTR_right,0.3565
Fvb6-3,maker-Fvb6-3-snap-gene-196.54,19670050,19670768,1000,LTR_right,0.2755
Fvb6-3,maker-Fvb6-3-augustus-gene-196.35,19675105,19678605,1000,LTR_right,0.4885
Fvb6-3,maker-Fvb6-3-augustus-gene-197.40,19702758,19705400,1000,LTR_right,0.262
Fvb6-3,maker-Fvb6-3-snap-gene-198.29,19806550,19809778,1000,LTR_right,0.5
Fvb6-3,maker-Fvb6-3-augustus-gene-198.25,19855005,19860304,1000,LTR_right,0.2645
Fvb6-3,augustus_masked-Fvb6-3-processed-gene-199.10,19951333,19967850,1000,LTR_right,0.47
Fvb6-3,maker-Fvb6-3-augustus-gene-200.17,19981472,20006534,1000,LTR_right,0.38
Fvb6-3,snap_masked-Fvb6-3-processed-gene-200.5,19991737,19992112,1000,LTR_right,0.4305
Fvb6-3,augustus_masked-Fvb6-3-processed-gene-201.4,20127033,20128566,1000,LTR_right,0.674
Fvb6-3,maker-Fvb6-3-snap-gene-202.25,20196326,20197312,1000,LTR_right,0.4545
Fvb6-3,maker-Fvb6-3-augustus-gene-202.20,20262217,20266553,1000,LTR_right,0.472
Fvb6-3,augustus_masked-Fvb6-3-processed-gene-203.11,20347378,20363086,1000,LTR_right,0.258
Fvb6-3,augustus_masked-Fvb6-3-processed-gene-203.7,20378003,20378439,1000,LTR_right,0.2825
Fvb6-3,snap_masked-Fvb6-3-processed-gene-204.26,20409905,20410339,1000,LTR_right,0.3235
Fvb6-3,maker-Fvb6-3-augustus-gene-204.43,20430316,20434354,1000,LTR_right,0.3145
Fvb6-3,maker-Fvb6-3-snap-gene-204.61,20478337,20478646,1000,LTR_right,0.2545
Fvb6-3,maker-Fvb6-3-snap-gene-204.63,20487371,20488134,1000,LTR_right,0.4715
Fvb6-3,snap_masked-Fvb6-3-processed-gene-204.24,20487558,20487968,1000,LTR_right,0.3885
Fvb6-3,maker-Fvb6-3-snap-gene-205.33,20546302,20547590,1000,LTR_right,0.3555
Fvb6-3,maker-Fvb6-3-snap-gene-206.37,20599577,20610143,1000,LTR_right,0.6745
Fvb6-3,maker-Fvb6-3-snap-gene-207.20,20705645,20705861,1000,LTR_right,0.25
Fvb6-3,maker-Fvb6-3-snap-gene-207.21,20746582,20750454,1000,LTR_right,0.283
Fvb6-3,maker-Fvb6-3-augustus-gene-208.28,20842465,20847877,1000,LTR_right,0.2945
Fvb6-3,augustus_masked-Fvb6-3-processed-gene-210.2,21029304,21032724,1000,LTR_right,0.283
Fvb6-3,maker-Fvb6-3-snap-gene-210.16,21066812,21069033,1000,LTR_right,0.5
Fvb6-3,maker-Fvb6-3-snap-gene-211.56,21095887,21099819,1000,LTR_right,0.62
Fvb6-3,maker-Fvb6-3-augustus-gene-211.52,21118915,21122970,1000,LTR_right,0.2915
Fvb6-3,maker-Fvb6-3-snap-gene-211.65,21173059,21173645,1000,LTR_right,0.3585
Fvb6-3,maker-Fvb6-3-augustus-gene-212.47,21277965,21280737,1000,LTR_right,0.2555
Fvb6-3,snap_masked-Fvb6-3-processed-gene-215.19,21503269,21506089,1000,LTR_right,0.47
Fvb6-3,maker-Fvb6-3-snap-gene-215.39,21548339,21548978,1000,LTR_right,0.3585
Fvb6-3,maker-Fvb6-3-augustus-gene-216.9,21659987,21662274,1000,LTR_right,0.36
Fvb6-3,maker-Fvb6-3-snap-gene-218.31,21785637,21792322,1000,LTR_right,0.404
Fvb6-3,maker-Fvb6-3-snap-gene-218.32,21808626,21810342,1000,LTR_right,0.453
Fvb6-3,augustus_masked-Fvb6-3-processed-gene-219.0,21892889,21893557,1000,LTR_right,0.5
Fvb6-3,augustus_masked-Fvb6-3-processed-gene-220.4,22041731,22045301,1000,LTR_right,0.2465
Fvb6-3,maker-Fvb6-3-snap-gene-220.36,22075258,22075644,1000,LTR_right,0.324
Fvb6-3,snap_masked-Fvb6-3-processed-gene-222.15,22219959,22220588,1000,LTR_right,0.5125
Fvb6-3,augustus_masked-Fvb6-3-processed-gene-222.7,22226523,22227281,1000,LTR_right,0.2495
Fvb6-3,snap_masked-Fvb6-3-processed-gene-222.26,22285278,22285871,1000,LTR_right,0.4205
Fvb6-3,maker-Fvb6-3-augustus-gene-223.27,22336021,22349132,1000,LTR_right,0.469
Fvb6-3,snap_masked-Fvb6-3-processed-gene-224.16,22434456,22435289,1000,LTR_right,0.418
Fvb6-3,snap_masked-Fvb6-3-processed-gene-224.17,22443550,22445998,1000,LTR_right,0.432
Fvb6-3,augustus_masked-Fvb6-3-processed-gene-225.9,22562580,22562879,1000,LTR_right,0.335
Fvb6-3,snap_masked-Fvb6-3-processed-gene-227.19,22701340,22703388,1000,LTR_right,0.329
Fvb6-3,maker-Fvb6-3-snap-gene-227.47,22717731,22718923,1000,LTR_right,0.3545
Fvb6-3,snap_masked-Fvb6-3-processed-gene-227.23,22724105,22727198,1000,LTR_right,0.453
Fvb6-3,augustus_masked-Fvb6-3-processed-gene-227.12,22740439,22742894,1000,LTR_right,0.501
Fvb6-3,augustus_masked-Fvb6-3-processed-gene-227.14,22747390,22748859,1000,LTR_right,0.5
Fvb6-3,maker-Fvb6-3-augustus-gene-227.40,22753546,22755276,1000,LTR_right,0.3485
Fvb6-3,maker-Fvb6-3-snap-gene-229.48,22919994,22922888,1000,LTR_right,0.418
Fvb6-3,snap_masked-Fvb6-3-processed-gene-229.19,22922720,22922914,1000,LTR_right,0.431
Fvb6-3,augustus_masked-Fvb6-3-processed-gene-229.10,22957197,22957652,1000,LTR_right,0.4575
Fvb6-3,maker-Fvb6-3-augustus-gene-230.29,23015694,23019659,1000,LTR_right,0.3815
Fvb6-3,maker-Fvb6-3-snap-gene-231.44,23171907,23172347,1000,LTR_right,0.4725
Fvb6-3,maker-Fvb6-3-snap-gene-231.45,23176032,23179401,1000,LTR_right,0.2525
Fvb6-3,maker-Fvb6-3-augustus-gene-232.43,23255054,23256561,1000,LTR_right,0.2755
Fvb6-3,maker-Fvb6-3-snap-gene-233.38,23370690,23379044,1000,LTR_right,0.4015
Fvb6-3,augustus_masked-Fvb6-3-processed-gene-234.0,23387561,23389831,1000,LTR_right,0.304
Fvb6-3,maker-Fvb6-3-snap-gene-234.45,23429110,23437587,1000,LTR_right,0.3175
Fvb6-3,augustus_masked-Fvb6-3-processed-gene-235.4,23555498,23557459,1000,LTR_right,0.2555
Fvb6-3,maker-Fvb6-3-augustus-gene-236.30,23661807,23662189,1000,LTR_right,0.287
Fvb6-3,maker-Fvb6-3-snap-gene-236.41,23682041,23686502,1000,LTR_right,0.407
Fvb6-3,snap_masked-Fvb6-3-processed-gene-240.22,24070066,24070251,1000,LTR_right,0.459
Fvb6-3,augustus_masked-Fvb6-3-processed-gene-240.9,24070372,24071311,1000,LTR_right,0.5
Fvb6-3,maker-Fvb6-3-snap-gene-242.49,24281352,24286642,1000,LTR_right,0.5
Fvb6-3,maker-Fvb6-3-snap-gene-242.48,24289084,24289365,1000,LTR_right,0.4595
Fvb6-3,maker-Fvb6-3-snap-gene-244.28,24404090,24408265,1000,LTR_right,0.391
Fvb6-3,maker-Fvb6-3-augustus-gene-246.23,24668943,24672006,1000,LTR_right,0.393
Fvb6-3,maker-Fvb6-3-augustus-gene-247.23,24702244,24703933,1000,LTR_right,0.353
Fvb6-3,maker-Fvb6-3-snap-gene-248.31,24884101,24886985,1000,LTR_right,0.419
Fvb6-3,snap_masked-Fvb6-3-processed-gene-249.31,24922077,24922274,1000,LTR_right,0.324
Fvb6-3,augustus_masked-Fvb6-3-processed-gene-249.12,24922356,24923344,1000,LTR_right,0.339
Fvb6-3,maker-Fvb6-3-augustus-gene-249.40,24981842,24985793,1000,LTR_right,0.411
Fvb6-3,maker-Fvb6-3-snap-gene-251.45,25105390,25105830,1000,LTR_right,0.473
Fvb6-3,maker-Fvb6-3-snap-gene-251.47,25118897,25119998,1000,LTR_right,0.4555
Fvb6-3,maker-Fvb6-3-snap-gene-251.49,25159121,25159443,1000,LTR_right,0.305
Fvb6-3,maker-Fvb6-3-snap-gene-251.58,25180425,25184003,1000,LTR_right,0.3705
Fvb6-3,augustus_masked-Fvb6-3-processed-gene-253.0,25288599,25288874,1000,LTR_right,0.4715
Fvb6-3,maker-Fvb6-3-snap-gene-253.37,25294906,25295696,1000,LTR_right,0.316
Fvb6-3,snap_masked-Fvb6-3-processed-gene-253.26,25338232,25338591,1000,LTR_right,0.5005
Fvb6-3,maker-Fvb6-3-snap-gene-253.40,25356128,25360273,1000,LTR_right,0.289
Fvb6-3,maker-Fvb6-3-snap-gene-254.13,25455271,25455496,1000,LTR_right,0.3885
Fvb6-3,augustus_masked-Fvb6-3-processed-gene-254.2,25462541,25464564,1000,LTR_right,0.2555
Fvb6-3,snap_masked-Fvb6-3-processed-gene-255.16,25517746,25519395,1000,LTR_right,0.4325
Fvb6-3,maker-Fvb6-3-snap-gene-255.24,25523773,25524768,1000,LTR_right,0.4145
Fvb6-3,maker-Fvb6-3-augustus-gene-255.21,25567692,25568008,1000,LTR_right,0.2515
Fvb6-3,augustus_masked-Fvb6-3-processed-gene-256.0,25590182,25592838,1000,LTR_right,0.641
Fvb6-3,augustus_masked-Fvb6-3-processed-gene-257.10,25767819,25771089,1000,LTR_right,0.3785
Fvb6-3,augustus_masked-Fvb6-3-processed-gene-258.3,25842231,25842863,1000,LTR_right,0.255
Fvb6-3,augustus_masked-Fvb6-3-processed-gene-259.7,25944186,25946461,1000,LTR_right,0.3295
Fvb6-3,augustus_masked-Fvb6-3-processed-gene-260.5,26028563,26032359,1000,LTR_right,0.5
Fvb6-3,maker-Fvb6-3-snap-gene-260.40,26037363,26039052,1000,LTR_right,0.5
Fvb6-3,maker-Fvb6-3-snap-gene-262.37,26250624,26256368,1000,LTR_right,0.8675
Fvb6-3,maker-Fvb6-3-snap-gene-262.36,26256381,26256662,1000,LTR_right,0.4395
Fvb6-3,maker-Fvb6-3-augustus-gene-263.36,26366911,26371022,1000,LTR_right,0.3565
Fvb6-3,augustus_masked-Fvb6-3-processed-gene-264.6,26486258,26486864,1000,LTR_right,0.42
Fvb6-3,augustus_masked-Fvb6-3-processed-gene-265.6,26576752,26579697,1000,LTR_right,0.449
Fvb6-3,augustus_masked-Fvb6-3-processed-gene-266.4,26646917,26648414,1000,LTR_right,0.621
Fvb6-3,maker-Fvb6-3-augustus-gene-266.31,26653595,26660673,1000,LTR_right,0.61
Fvb6-3,maker-Fvb6-3-augustus-gene-267.33,26705209,26710207,1000,LTR_right,0.2595
Fvb6-3,augustus_masked-Fvb6-3-processed-gene-267.8,26724479,26726054,1000,LTR_right,0.3155
Fvb6-3,maker-Fvb6-3-augustus-gene-269.34,26908492,26909138,1000,LTR_right,0.283
Fvb6-3,maker-Fvb6-3-augustus-gene-269.44,26945479,26948373,1000,LTR_right,0.335
Fvb6-3,augustus_masked-Fvb6-3-processed-gene-270.7,27033062,27033553,1000,LTR_right,0.248
Fvb6-3,maker-Fvb6-3-augustus-gene-272.21,27229525,27235694,1000,LTR_right,0.333
Fvb6-3,augustus_masked-Fvb6-3-processed-gene-274.6,27472574,27473534,1000,LTR_right,0.359
Fvb6-3,maker-Fvb6-3-augustus-gene-274.18,27484542,27488587,1000,LTR_right,0.3515
Fvb6-3,maker-Fvb6-3-augustus-gene-275.27,27511740,27514550,1000,LTR_right,0.258
Fvb6-3,augustus_masked-Fvb6-3-processed-gene-275.9,27526562,27527131,1000,LTR_right,0.4415
Fvb6-3,maker-Fvb6-3-snap-gene-276.26,27592898,27597622,1000,LTR_right,0.317
Fvb6-3,maker-Fvb6-3-augustus-gene-277.28,27735049,27735692,1000,LTR_right,0.281
Fvb6-3,maker-Fvb6-3-augustus-gene-277.38,27775036,27777986,1000,LTR_right,0.3385
Fvb6-3,maker-Fvb6-3-augustus-gene-279.21,27911500,27914951,1000,LTR_right,0.3395
Fvb6-3,snap_masked-Fvb6-3-processed-gene-280.17,28018045,28019093,1000,LTR_right,0.5
Fvb6-3,maker-Fvb6-3-augustus-gene-280.21,28055058,28059080,1000,LTR_right,0.3185
Fvb6-3,maker-Fvb6-3-snap-gene-281.43,28103005,28108419,1000,LTR_right,0.421
Fvb6-3,maker-Fvb6-3-snap-gene-282.38,28213546,28214605,1000,LTR_right,0.36
Fvb6-3,maker-Fvb6-3-augustus-gene-282.23,28218732,28226068,1000,LTR_right,0.5
Fvb6-3,maker-Fvb6-3-augustus-gene-283.39,28325560,28328382,1000,LTR_right,0.259
Fvb6-3,maker-Fvb6-3-snap-gene-283.47,28372828,28377314,1000,LTR_right,0.3395
Fvb6-3,maker-Fvb6-3-snap-gene-284.27,28481293,28484580,1000,LTR_right,0.447
Fvb6-3,maker-Fvb6-3-snap-gene-287.28,28782649,28783038,1000,LTR_right,0.383
Fvb6-3,maker-Fvb6-3-snap-gene-288.43,28817458,28818845,1000,LTR_right,0.3435
Fvb6-3,maker-Fvb6-3-snap-gene-288.44,28833449,28835864,1000,LTR_right,0.39
Fvb6-3,augustus_masked-Fvb6-3-processed-gene-288.6,28843740,28845773,1000,LTR_right,0.4985
Fvb6-3,augustus_masked-Fvb6-3-processed-gene-289.7,28976942,28977883,1000,LTR_right,0.33
Fvb6-3,maker-Fvb6-3-snap-gene-289.59,28980356,28984090,1000,LTR_right,0.5
Fvb6-3,maker-Fvb6-3-snap-gene-290.64,29004788,29012138,1000,LTR_right,0.3165
Fvb6-3,augustus_masked-Fvb6-3-processed-gene-290.2,29017067,29017372,1000,LTR_right,0.5005
Fvb6-3,snap_masked-Fvb6-3-processed-gene-290.25,29020137,29023164,1000,LTR_right,0.4895
Fvb6-3,augustus_masked-Fvb6-3-processed-gene-291.2,29101185,29102903,1000,LTR_right,0.377
Fvb6-3,augustus_masked-Fvb6-3-processed-gene-292.1,29209003,29209968,1000,LTR_right,0.5
Fvb6-3,maker-Fvb6-3-snap-gene-292.42,29210086,29211688,1000,LTR_right,0.3755
Fvb6-3,augustus_masked-Fvb6-3-processed-gene-294.4,29402891,29404916,1000,LTR_right,0.2795
Fvb6-3,maker-Fvb6-3-snap-gene-295.21,29530611,29531498,1000,LTR_right,0.375
Fvb6-3,maker-Fvb6-3-snap-gene-296.41,29632315,29632986,1000,LTR_right,0.3805
Fvb6-3,maker-Fvb6-3-snap-gene-296.39,29632993,29633881,1000,LTR_right,0.5
Fvb6-3,maker-Fvb6-3-snap-gene-297.43,29697198,29705716,1000,LTR_right,0.298
Fvb6-3,maker-Fvb6-3-snap-gene-297.49,29735269,29739415,1000,LTR_right,0.3165
Fvb6-3,snap_masked-Fvb6-3-processed-gene-298.20,29818816,29819329,1000,LTR_right,0.276
Fvb6-3,maker-Fvb6-3-augustus-gene-300.44,30077404,30079980,1000,LTR_right,0.332
Fvb6-3,maker-Fvb6-3-augustus-gene-301.25,30105004,30112433,1000,LTR_right,0.307
Fvb6-3,maker-Fvb6-3-augustus-gene-302.21,30243284,30245469,1000,LTR_right,0.488
Fvb6-3,snap_masked-Fvb6-3-processed-gene-303.14,30292062,30295618,1000,LTR_right,0.3975
Fvb6-3,snap_masked-Fvb6-3-processed-gene-303.23,30312670,30313172,1000,LTR_right,0.689
Fvb6-3,maker-Fvb6-3-snap-gene-303.47,30325316,30326242,1000,LTR_right,0.3645
Fvb6-3,maker-Fvb6-3-augustus-gene-303.32,30331220,30334724,1000,LTR_right,0.3195
Fvb6-3,snap_masked-Fvb6-3-processed-gene-303.20,30372209,30373010,1000,LTR_right,0.5
Fvb6-3,augustus_masked-Fvb6-3-processed-gene-304.6,30445633,30451204,1000,LTR_right,0.4365
Fvb6-3,maker-Fvb6-3-snap-gene-305.51,30507047,30516795,1000,LTR_right,0.5
Fvb6-3,maker-Fvb6-3-snap-gene-306.54,30600540,30602326,1000,LTR_right,0.3085
Fvb6-3,augustus_masked-Fvb6-3-processed-gene-306.3,30637141,30637434,1000,LTR_right,0.2525
Fvb6-3,maker-Fvb6-3-augustus-gene-306.45,30671879,30673641,1000,LTR_right,0.301
Fvb6-3,maker-Fvb6-3-augustus-gene-307.33,30690818,30693771,1000,LTR_right,0.461
Fvb6-3,augustus_masked-Fvb6-3-processed-gene-309.5,30919211,30924389,1000,LTR_right,0.477
Fvb6-3,maker-Fvb6-3-augustus-gene-310.31,30988111,31009200,1000,LTR_right,0.291
Fvb6-3,snap_masked-Fvb6-3-processed-gene-310.18,31032348,31032699,1000,LTR_right,0.3475
Fvb6-3,snap_masked-Fvb6-3-processed-gene-310.19,31032720,31032932,1000,LTR_right,0.464
Fvb6-3,maker-Fvb6-3-augustus-gene-310.32,31041528,31049188,1000,LTR_right,0.307
Fvb6-3,maker-Fvb6-3-snap-gene-312.54,31174911,31197700,1000,LTR_right,0.7215
Fvb6-3,maker-Fvb6-3-augustus-gene-312.47,31209088,31209668,1000,LTR_right,0.475
Fvb6-3,maker-Fvb6-3-augustus-gene-312.42,31214869,31218383,1000,LTR_right,0.3575
Fvb6-3,snap_masked-Fvb6-3-processed-gene-312.21,31245506,31246237,1000,LTR_right,0.5
Fvb6-3,maker-Fvb6-3-snap-gene-313.63,31354843,31356865,1000,LTR_right,0.5
Fvb6-3,maker-Fvb6-3-snap-gene-314.27,31473303,31473858,1000,LTR_right,0.363
Fvb6-3,maker-Fvb6-3-snap-gene-315.36,31541199,31541782,1000,LTR_right,0.475
Fvb6-3,maker-Fvb6-3-snap-gene-315.40,31549004,31549287,1000,LTR_right,0.414
Fvb6-3,maker-Fvb6-3-augustus-gene-316.27,31654724,31660034,1000,LTR_right,0.2875
Fvb6-3,snap_masked-Fvb6-3-processed-gene-316.21,31667205,31669420,1000,LTR_right,0.484
Fvb6-3,maker-Fvb6-3-augustus-gene-317.53,31758407,31762079,1000,LTR_right,0.3945
Fvb6-3,augustus_masked-Fvb6-3-processed-gene-317.14,31783198,31783563,1000,LTR_right,0.2385
Fvb6-3,snap_masked-Fvb6-3-processed-gene-318.22,31821051,31822931,1000,LTR_right,0.4505
Fvb6-3,snap_masked-Fvb6-3-processed-gene-320.23,32022123,32022556,1000,LTR_right,0.3795
Fvb6-3,maker-Fvb6-3-snap-gene-321.54,32117204,32118258,1000,LTR_right,0.28
Fvb6-3,augustus_masked-Fvb6-3-processed-gene-321.13,32133070,32135605,1000,LTR_right,0.455
Fvb6-3,maker-Fvb6-3-augustus-gene-321.35,32140096,32146716,1000,LTR_right,0.3055
Fvb6-3,maker-Fvb6-3-augustus-gene-322.22,32205985,32208195,1000,LTR_right,0.4435
Fvb6-3,snap_masked-Fvb6-3-processed-gene-322.14,32251355,32253061,1000,LTR_right,0.5
